ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _yoast_wpseo_metadesc
,simple,F03559,Wall and Ceiling D Arte Blocks - Light Grain Wood (Lined Pattern),1,,visible,,,,,taxable,,1,18,3,0,0,,,,,1,,,3859.97,"All Products, Hardware, Hardware > Lighting, Hardware > Locks & Security",,,,,,,,,,,,,Impulse,,,,,
,simple,F03554,Wall and Ceiling D Arte Blocks - Light Grain Wood (Pyramid Pattern),1,,visible,,,,,taxable,,1,22,3,0,0,,,,,1,,,3859.97,"All Products, Hardware, Hardware > Lighting, Hardware > Locks & Security",,,,,,,,,,,,,Impulse,,,,,
,simple,F03560,Wall and Ceiling D Arte Blocks - Black Wood (Lined Pattern),1,,visible,,,,,taxable,,1,16,3,0,0,,,,,1,,,3859.97,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,Impulse,,,,,
,simple,F03555,Wall and Ceiling D Arte Blocks - Black Wood (Pyramid Pattern),1,,visible,,,,,taxable,,1,24,3,0,0,,,,,1,,,3859.97,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,Impulse,,,,,
,simple,F03561,Wall and Ceiling D Arte Blocks - Champagne Gold (Lined Pattern),1,,visible,,,,,taxable,,1,23,3,0,0,,,,,1,,,4342.97,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,Impulse,,,,,
,simple,F03556,Wall and Ceiling D Arte Blocks - Champagne Gold (Pyramid Pattern),1,,visible,,,,,taxable,,1,20,3,0,0,,,,,1,,,4342.97,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,Impulse,,,,,
,simple,F03073,WPC Panel Divider 2.9M x 10CM x 50MM - Dark Grey,1,,visible,,,,,taxable,,1,7,3,0,0,,,,,1,,,2559.9,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03074,WPC Panel Divider 2.9M x 10CM x 50MM - Black Walnut,1,,visible,,,,,taxable,,1,19,3,0,0,,,,,1,,,2559.9,"All Products, Hardware, Hardware > Fasteners",,,,,,,,,,,,,Impulse,,,,,
,simple,F03075,WPC Panel Divider 2.9M x 10CM x 50MM - Black,1,,visible,,,,,taxable,,1,16,3,0,0,,,,,1,,,2559.9,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03076,WPC Panel Divider 2.9M x 10CM x 50MM - Teakwood,1,,visible,,,,,taxable,,1,1,3,0,0,,,,,1,,,2559.9,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03351,WPC Divider Bracket Clips (4 PCS) Swivel,1,,visible,,,,,taxable,,1,905,3,0,0,,,,,1,,,139.99,"All Products, Homeware, Homeware > Storage & Organisation",,,,,,,,,,,,,Impulse,,,,,
,simple,F03488,3D Peel & Stick Foam Wall Panels/Rolls - Grey,1,,visible,,,,,taxable,,1,9,3,0,0,,,,,1,,,297.85,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03489,3D Peel & Stick Foam Wall Panels/Rolls - BLK/Gold & WHT,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,297.85,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03490,3D Peel & Stick Foam Wall Panels/Rolls - Gold & White,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,297.85,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03491,3D Peel & Stick Foam Wall Panels/Rolls - BLK/Gold & White,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,297.85,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03492,3D Peel & Stick Foam Wall Panels/Rolls - Blue/Grey & Gold,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,297.85,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03368,WPC Edging Strip (Loose) Barcelona/Celestia Series - Rustic,1,,visible,,,,,taxable,,1,26,3,0,0,,,,,1,,,64.32,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F02466,WPC Edging Strip (Loose) Barcelona/Celestia Series - Grey,1,,visible,,,,,taxable,,1,87,3,0,0,,,,,1,,,64.32,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F02467,WPC Edging Strip (Loose) Barcelona/Celestia Series - Marble,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,64.32,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F02903,WPC Edging Strip (Loose) Barcelona/Celestia Series - Matt Grey,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,64.32,"All Products, Hardware, Hardware > Building Materials, Homeware, Homeware > Decor",,,,,,,,,,,,,Impulse,,,,,
,simple,F02463,WPC Edging Strip (Loose) Barcelona/Celestia Series - Nero,1,,visible,,,,,taxable,,1,3,3,0,0,,,,,1,,,64.32,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F03294,WPC Edging Strip (Loose) Barcelona/Celestia Series - Mahogany,1,,visible,,,,,taxable,,1,136,3,0,0,,,,,1,,,64.32,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F02464,WPC Edging Strip (Loose) Barcelona/Celestia Series - Wenge,1,,visible,,,,,taxable,,1,42,3,0,0,,,,,1,,,64.32,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F02902,WPC Edging Strip (Loose) Barcelona/Celestia Series - Wood,1,,visible,,,,,taxable,,1,9,3,0,0,,,,,1,,,64.32,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F03277,WPC Edging Strip (Loose) Barcelona/Celestia Series - Matt White,1,,visible,,,,,taxable,,1,111,3,0,0,,,,,1,,,64.32,"All Products, Hardware, Hardware > Building Materials, Homeware, Homeware > Decor",,,,,,,,,,,,,Impulse,,,,,
,simple,F03367,WPC Edging Strip (Loose) Barcelona/Celestia Series - Metal Grey,1,,visible,,,,,taxable,,1,93,3,0,0,,,,,1,,,72.37,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F03254,WPC Edging Strip (Loose) Barcelona/Celestia Series - Silver,1,,visible,,,,,taxable,,1,112,3,0,0,,,,,1,,,72.37,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F03255,WPC Edging Strip (Loose) Barcelona/Celestia Series - Champagne Gold,1,,visible,,,,,taxable,,1,2,3,0,0,,,,,1,,,72.37,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F03256,WPC Edging Strip (Loose) Barcelona/Celestia Series - Rose Gold,1,,visible,,,,,taxable,,1,3,3,0,0,,,,,1,,,72.37,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,Impulse,,,,,
,simple,F02468,Metal Clips for WPC Panels - Clip WPC Wood Panel (1 Pack = 100pcs),1,,visible,,,,,taxable,,1,34,3,0,0,,,,,1,,,402.5,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02860,Traditional Decking Outdoor Grey/Brown 2.9M x 0.14 x 0.025M,1,,visible,,,,,taxable,,1,70,3,0,0,,,,,1,,,1345.96,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02861,Traditional Decking Outdoor Brown 2.9M x 0.14 x 0.025M,1,,visible,,,,,taxable,,1,1,3,0,0,,,,,1,,,1345.96,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03854,Traditional Deck Edging Dark Grey 2.9M x 0.05 x 0.05M,1,,visible,,,,,taxable,,1,116,3,0,0,,,,,1,,,159.39,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03853,Traditional Deck Edging Brown 2.9M x 0.05 x 0.05M,1,,visible,,,,,taxable,,1,142,3,0,0,,,,,1,,,159.39,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03850,Premium Decking Co-Extrusion Pure Teak & Walnut Back - Back 5.8M x 0.145 x 0.02M,1,,visible,,,,,taxable,,1,168,3,0,0,,,,,1,,,1896.58,"All Products, Hardware, Hardware > Fasteners",,,,,,,,,,,,,Impulse,,,,,
,simple,F03849,Premium Decking Co-Extrusion Silver Grey & Rose Wood Back - Back 5.8M x 0.145 x 0.02M,1,,visible,,,,,taxable,,1,1,3,0,0,,,,,1,,,1896.58,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03852B,Premium Co-Extrusion Deck Edging Pure Teak 2.9M x 0.05 x 0.05M,1,,visible,,,,,taxable,,1,140,3,0,0,,,,,1,,,185.15,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03851A,Premium Co-Extrusion Deck Edging Silver Grey 2.9M x 0.05 x 0.05M,1,,visible,,,,,taxable,,1,123,3,0,0,,,,,1,,,185.15,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03852A,Premium Co-Extrusion Deck Edging Walnut 2.9M x 0.05 x 0.05M,1,,visible,,,,,taxable,,1,140,3,0,0,,,,,1,,,185.15,"All Products, Hardware, Hardware > Fasteners",,,,,,,,,,,,,Impulse,,,,,
,simple,F03851B,Premium Co-Extrusion Deck Edging Rose Wood 2.9M x 0.05 x 0.05M,1,,visible,,,,,taxable,,1,183,3,0,0,,,,,1,,,185.15,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03855,Decking WPC Joist 40*25*2900,1,,visible,,,,,taxable,,1,104,3,0,0,,,,,1,,,159.39,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03856,Decking WPC Plastic Clips + Screws 8MM,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,18.51,"All Products, Hardware, Hardware > Fasteners",,,,,,,,,,,,,Impulse,,,,,
,simple,F02307 - (3031),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3031,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02308 - (3030),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3030,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02309 - (3055),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3055,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02606 - (3073),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3073,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02607 - (3086),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3086,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02608 - (30116),PVC Ceiling Panel 3.9M x 300MM x 6MM - 30116,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02612 - (30-8120),PVC Ceiling Panel 3.9M x 300MM x 6MM - 30-8120,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02617 - (CAP01),PVC Ceiling Panel 3.9M x 300MM x 6MM - CAP01,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02619 - (30-8122),PVC Ceiling Panel 3.9M x 300MM x 6MM - 30-8122,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02621 - (3072),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3072,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02624 - (3070),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3070,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02631 - (3005),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3005,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02633 - (3035),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3035,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02638 - (3020),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3020,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02641 - (3033),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3033,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02644 - (3085),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3085,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02647 - (3053),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3053,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02649 - (30118),PVC Ceiling Panel 3.9M x 300MM x 6MM - 30118,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02652 - (3001),PVC Ceiling Panel 3.9M x 300MM x 6MM - 3001,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02518 - (30WHITE MATTE),PVC Ceiling Panel 3.9M x 300MM x 6MM - 30 White Matte NEW,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Homeware, Homeware > Decor",,,,,,,,,,,,,Impulse,,,,,
,simple,F02622 - (30WG),PVC Ceiling Panel 3.9M x 300MM x 6MM - 30WG,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,628.6,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02490,Majestic Nero Wall Cladding UV Sheet 2.7M,1,,visible,,,,,taxable,,1,194,3,0,0,,,,,1,,,610.19,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02744,Jakarta Marble Wall Cladding UV Sheet 2.7M,1,,visible,,,,,taxable,,1,245,3,0,0,,,,,1,,,610.19,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02483A,Venato Carara A Wall Cladding UV Sheet 2.7M,1,,visible,,,,,taxable,,1,314,3,0,0,,,,,1,,,610.19,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02487B,Romano Grey B Wall Cladding UV Sheet 2.7M,1,,visible,,,,,taxable,,1,23,3,0,0,,,,,1,,,610.19,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02486B,Alcora Gris B Wall Cladding UV Sheet 2.7M,1,,visible,,,,,taxable,,1,267,3,0,0,,,,,1,,,610.19,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02738-A,Panda White A Wall Cladding UV Sheet 2.7M,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,389.0,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F02737-B,Panda White B Wall Cladding UV Sheet 2.7M,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,389.0,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03325,Mozzero Gold UV 2.4M Wall Cladding,1,,visible,,,,,taxable,,1,77,3,0,0,,,,,1,,,561.89,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03336,Absolute Black UV 2.4M Wall Cladding,1,,visible,,,,,taxable,,1,161,3,0,0,,,,,1,,,513.59,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03330,Glamour Gold UV 2.4M Wall Cladding,1,,visible,,,,,taxable,,1,106,3,0,0,,,,,1,,,513.59,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03329,Gold Rush UV 2.4M Wall Cladding,1,,visible,,,,,taxable,,1,81,3,0,0,,,,,1,,,513.59,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03324,Azuro Gold UV 2.4M Wall Cladding,1,,visible,,,,,taxable,,1,236,3,0,0,,,,,1,,,513.59,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03323,Golden Oasis UV 2.4M Wall Cladding,1,,visible,,,,,taxable,,1,80,3,0,0,,,,,1,,,513.59,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03339A,Panda Grey A UV 2.4M Wall Cladding,1,,visible,,,,,taxable,,1,107,3,0,0,,,,,1,,,561.89,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03339B,Panda Grey B UV 2.4M Wall Cladding,1,,visible,,,,,taxable,,1,200,3,0,0,,,,,1,,,561.89,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03333,Creamer Gold UV 2.4M Wall Cladding,1,,visible,,,,,taxable,,1,97,3,0,0,,,,,1,,,513.59,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03263,Bling Burberry,1,,visible,,,,,taxable,,1,182,3,0,0,,,,,1,,,594.09,"All Products, Hardware",,,,,,,,,,,,,Bling Series,,,,,
,simple,F03612-(1001),Peel & Stick Vinyl Flooring Tiles 30*30 - 1001,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,307.93,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F03613-(1002),Peel & Stick Vinyl Flooring Tiles 30*30 - 1002,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,307.93,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F03614-(GM3),Peel & Stick Vinyl Flooring Tiles 30*30 - GM3,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,307.93,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F01773-(CL3008),Peel & Stick Vinyl Flooring Tiles 30*30 - CL3008,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,307.93,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F01774-(CL3011),Peel & Stick Vinyl Flooring Tiles 30*30 - CL3011,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,307.93,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F01775-(CL3021),Peel & Stick Vinyl Flooring Tiles 30*30 - CL3021,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,307.93,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F01805,Tassy Stone Luxury Peel & Stick Flooring Tile,1,,visible,,,,,taxable,,1,789,3,0,0,,,,,1,,,267.18,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F01809,Tassy Grey Luxury Peel & Stick Flooring Tile,1,,visible,,,,,taxable,,1,502,3,0,0,,,,,1,,,267.18,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F01807,Tassy Bronze Luxury Peel & Stick Flooring Tile,1,,visible,,,,,taxable,,1,591,3,0,0,,,,,1,,,267.18,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F01812,Tassy Brown Luxury Peel & Stick Flooring Tile,1,,visible,,,,,taxable,,1,594,3,0,0,,,,,1,,,267.18,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F01808,Tassy Beige Luxury Peel & Stick Flooring Tile,1,,visible,,,,,taxable,,1,599,3,0,0,,,,,1,,,267.18,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F01813,Tassy Choc Luxury Peel & Stick Flooring Tile,1,,visible,,,,,taxable,,1,609,3,0,0,,,,,1,,,267.18,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
,simple,F03817,Crackle Blanco,1,,visible,,,,,taxable,,1,106,3,0,0,,,,,1,,,916.09,"All Products, Homeware, Homeware > Storage & Organisation",,,,,,,,,,,,,Impulse,,,,,
,simple,F03816,Crackle Angel,1,,visible,,,,,taxable,,1,159,3,0,0,,,,,1,,,916.09,"All Products, Homeware, Homeware > Storage & Organisation",,,,,,,,,,,,,Impulse,,,,,
,simple,F03818,Crackle Swiss,1,,visible,,,,,taxable,,1,79,3,0,0,,,,,1,,,916.09,"All Products, Homeware, Homeware > Storage & Organisation",,,,,,,,,,,,,Impulse,,,,,
,simple,F03815,Crackle Rose,1,,visible,,,,,taxable,,1,111,3,0,0,,,,,1,,,916.09,"All Products, Homeware, Homeware > Storage & Organisation",,,,,,,,,,,,,Impulse,,,,,
,simple,F03824,Linear 3D,1,,visible,,,,,taxable,,1,156,3,0,0,,,,,1,,,916.09,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03819,Linear Smoke,1,,visible,,,,,taxable,,1,162,3,0,0,,,,,1,,,916.09,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03823,Linear Fantasy,1,,visible,,,,,taxable,,1,174,3,0,0,,,,,1,,,916.09,"All Products, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,Impulse,,,,,
,simple,F03820,Linear Choc,1,,visible,,,,,taxable,,1,154,3,0,0,,,,,1,,,916.09,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03825,Linear Calcutta,1,,visible,,,,,taxable,,1,149,3,0,0,,,,,1,,,916.09,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03822,Linear Silver,1,,visible,,,,,taxable,,1,145,3,0,0,,,,,1,,,1060.99,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F03821,Linear Rose,1,,visible,,,,,taxable,,1,150,3,0,0,,,,,1,,,1060.99,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F00096,CHN PVC Vinyl Flooring 0.50MM x 1.83M 4.28M Roll Room Size,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,185.15,"All Products, Hardware",,,,,,,,,,,,,Pulse,,,,,
,simple,F00026,CHN PVC Vinyl Flooring 0.50MM x 1.83M 5M Roll,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,201.25,"All Products, Hardware",,,,,,,,,,,,,Pulse,,,,,
,simple,F00024,CHN PVC Vinyl Flooring 0.50MM x 1.83M 30M Roll,1,,visible,,,,,taxable,,1,1013,3,0,0,,,,,1,,,1044.89,"All Products, Hardware",,,,,,,,,,,,,Pulse,,,,,
,simple,F02252,PVC Vinyl Flooring Red Back x 1.83M - 4.28M Roll Room Pack,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,185.15,"All Products, Hardware",,,,,,,,,,,,,Pulse,,,,,
,simple,F00680,PVC Vinyl Flooring Red Back x 1.83M - 5M Roll,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,207.69,"All Products, Hardware",,,,,,,,,,,,,Pulse,,,,,
,simple,F00679,PVC Vinyl Flooring Red Back x 1.83M - 30M Roll,1,,visible,,,,,taxable,,1,1835,3,0,0,,,,,1,,,1110.9,"All Products, Hardware",,,,,,,,,,,,,Pulse,,,,,
,simple,F00159,KOR 0.35MM x 1.83M PVC Vinyl Flooring 3M Roll,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,94.91,"All Products, Hardware",,,,,,,,,,,,,KOR,,,,,
,simple,F00095,KOR 0.35MM x 1.83M PVC Vinyl Flooring 4.28M Roll Room Size,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,120.67,"All Products, Hardware",,,,,,,,,,,,,KOR,,,,,
,simple,F00023,KOR 0.35MM x 1.83M PVC Vinyl Flooring 5M Roll,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,131.94,"All Products, Hardware",,,,,,,,,,,,,KOR,,,,,
,simple,F00021,KOR 0.35MM x 1.83M PVC Vinyl Flooring 30M Roll,1,,visible,,,,,taxable,,1,3756,3,0,0,,,,,1,,,690.69,"All Products, Hardware",,,,,,,,,,,,,KOR,,,,,
,simple,F00818,PVC Vinyl Flooring Sponge Back 1.20MM x 1.83M - 4.28M Roll (Room Size),1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,207.69,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F00814,PVC Vinyl Flooring Sponge Back 1.20MM x 1.83M - 5M Roll,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,233.45,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F00813,PVC Vinyl Flooring Sponge Back 1.20MM x 1.83M - 30M Roll,1,,visible,,,,,taxable,,1,1959,3,0,0,,,,,1,,,1173.69,"All Products, Hardware",,,,,,,,,,,,,Impulse,,,,,
,simple,F00691,Matt Embossed Series - Black,1,,visible,,,,,taxable,,1,186,3,0,0,,,,,1,,,416.99,"All Products, Hardware, Hardware > Building Materials, Homeware, Homeware > Decor",,,,,,,,,,,,,ALCO,,,,,
,simple,F00697,Matt Embossed Series - White G,1,,visible,,,,,taxable,,1,72,3,0,0,,,,,1,,,416.99,"All Products, Hardware, Hardware > Building Materials, Homeware, Homeware > Decor",,,,,,,,,,,,,ALCO,,,,,
,simple,F00698,Matt Embossed Series - Beige W,1,,visible,,,,,taxable,,1,162,3,0,0,,,,,1,,,416.99,"All Products, Hardware, Hardware > Building Materials, Homeware, Homeware > Decor",,,,,,,,,,,,,ALCO,,,,,
,simple,F00703,Matt Embossed Series - Grey,1,,visible,,,,,taxable,,1,104,3,0,0,,,,,1,,,416.99,"All Products, Hardware, Hardware > Building Materials, Homeware, Homeware > Decor",,,,,,,,,,,,,ALCO,,,,,
,simple,F00704,Matt Embossed Series - D Brown,1,,visible,,,,,taxable,,1,136,3,0,0,,,,,1,,,416.99,"All Products, Hardware, Hardware > Building Materials, Homeware, Homeware > Decor",,,,,,,,,,,,,ALCO,,,,,
,simple,F00614,High Gloss Series - WHT Grey,1,,visible,,,,,taxable,,1,5,3,0,0,,,,,1,,,449.19,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,ALCO,,,,,
